geneID	Y2H_int	cell_lines	descr	frac_occ	hcip_cutoff_sy5y	num_hek	num_sy5y	source	symbol	synonyms
329	None	None	baculoviral IAP repeat containing 2	None	None	None	None	extended	BIRC2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1
6138	None	None	ribosomal protein L15	None	None	None	None	extended	RPL15	DBA12|EC45|L15|RPL10|RPLY10|RPYL10
6132	None	None	ribosomal protein L8	None	None	None	None	extended	RPL8	L8
6133	None	None	ribosomal protein L9	None	None	None	None	extended	RPL9	L9|NPC-A-16
6130	None	None	ribosomal protein L7a	None	None	None	None	extended	RPL7A	L7A|SURF3|TRUP
6136	None	None	ribosomal protein L12	None	None	None	None	extended	RPL12	L12
6137	None	None	ribosomal protein L13	None	None	None	None	extended	RPL13	BBC1|D16S444E|D16S44E|L13
6134	None	None	ribosomal protein L10	None	None	None	None	extended	RPL10	AUTSX5|DXS648|DXS648E|L10|NOV|QM
6135	None	None	ribosomal protein L11	None	None	None	None	extended	RPL11	DBA7|GIG34|L11
5692	None	b	proteasome subunit beta 4	1.0	90	12	4	APMS_seed	PSMB4	HN3|HsN3|PROS-26|PROS26
5690	None	b	proteasome subunit beta 2	1.0	90	12	4	APMS_seed	PSMB2	HC7-I
1982	None	None	eukaryotic translation initiation factor 4 gamma 2	None	None	None	None	extended	EIF4G2	AAG1|DAP5|NAT1|P97
3376	None	None	isoleucyl-tRNA synthetase	None	None	None	None	extended	IARS	GRIDHH|IARS1|ILERS|ILRS|IRS|PRO0785
6152	None	None	ribosomal protein L24	None	None	None	None	extended	RPL24	HEL-S-310|L24
6154	None	None	ribosomal protein L26	None	None	None	None	extended	RPL26	DBA11|L26
6155	None	None	ribosomal protein L27	None	None	None	None	extended	RPL27	L27
6157	None	None	ribosomal protein L27a	None	None	None	None	extended	RPL27A	L27A
10969	None	None	EBNA1 binding protein 2	None	None	None	None	extended	EBNA1BP2	EBP2|NOBP|P40
10152	None	None	abl interactor 2	None	None	None	None	extended	ABI2	ABI-2|ABI2B|AIP-1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB
29978	y	yeast	ubiquilin 2	0	NA	0	0	Y2H_seed	UBQLN2	ALS15|CHAP1|DSK2|HRIHFB2157|N4BP4|PLIC2
29979	y	yeast	ubiquilin 1	0	NA	0	0	Y2H_seed	UBQLN1	DA41|DSK2|PLIC-1|UBQN|XDRP1
23603	None	None	coronin 1C	None	None	None	None	extended	CORO1C	HCRNN4
6176	None	None	ribosomal protein lateral stalk subunit P1	None	None	None	None	extended	RPLP1	LP1|P1|RPP1
6175	None	None	ribosomal protein lateral stalk subunit P0	None	None	None	None	extended	RPLP0	L10E|LP0|P0|PRLP0|RPP0
10989	None	None	inner membrane mitochondrial protein	None	None	None	None	extended	IMMT	HMP|MINOS2|Mic60|P87|P87/89|P89|PIG4|PIG52
10982	None	None	microtubule associated protein RP/EB family member 2	None	None	None	None	extended	MAPRE2	CSCSC2|EB1|EB2|RP1
4839	None	None	NOP2 nucleolar protein	None	None	None	None	extended	NOP2	NOL1|NOP120|NSUN1|p120
11116	None	None	FGFR1 oncogene partner	None	None	None	None	extended	FGFR1OP	FOP
7335	None	None	ubiquitin conjugating enzyme E2 V1	None	None	None	None	extended	UBE2V1	CIR1|CROC-1|CROC1|UBE2V|UEV-1|UEV1|UEV1A
10213	None	b	proteasome 26S subunit, non-ATPase 14	1.0	95	12	2	APMS_seed	PSMD14	PAD1|POH1|RPN11
51053	None	None	geminin, DNA replication inhibitor	None	None	None	None	extended	GMNN	Gem|MGORS6
79031	None	None	phosducin like 3	None	None	None	None	extended	PDCL3	HTPHLP|PHLP2A|PHLP3|VIAF|VIAF1
6500	None	None	S-phase kinase associated protein 1	None	None	None	None	extended	SKP1	EMC19|OCP-II|OCP2|SKP1A|TCEB1L|p19A
3801	None	None	kinesin family member C3	None	None	None	None	extended	KIFC3	-
4174	None	None	minichromosome maintenance complex component 5	None	None	None	None	extended	MCM5	CDC46|P1-CDC46
4175	y	s_yeast	minichromosome maintenance complex component 6	0.166666666667	95	0	1	Y2H_APMS_seed	MCM6	MCG40308|Mis5|P105MCM
4176	None	None	minichromosome maintenance complex component 7	None	None	None	None	extended	MCM7	CDC47|MCM2|P1.1-MCM3|P1CDC47|P85MCM|PNAS146|PPP1R104
4171	None	None	minichromosome maintenance complex component 2	None	None	None	None	extended	MCM2	BM28|CCNL1|CDCL1|D3S3194|DFNA70|MITOTIN|cdc19
4172	None	None	minichromosome maintenance complex component 3	None	None	None	None	extended	MCM3	HCC5|P1-MCM3|P1.h|RLFB
4173	n	s	minichromosome maintenance complex component 4	0.166666666667	90	0	1	APMS_seed	MCM4	CDC21|CDC54|NKCD|NKGCD|P1-CDC21|hCdc21
7314	None	None	ubiquitin B	None	None	None	None	extended	UBB	HEL-S-50
7311	None	None	ubiquitin A-52 residue ribosomal protein fusion product 1	None	None	None	None	extended	UBA52	CEP52|HUBCEP52|L40|RPL40
11011	None	None	tousled like kinase 2	None	None	None	None	extended	TLK2	HsHPK|PKU-ALPHA
8615	None	None	USO1 vesicle transport factor	None	None	None	None	extended	USO1	P115|TAP|VDP
5719	None	b	proteasome 26S subunit, non-ATPase 13	1.0	90	12	6	APMS_seed	PSMD13	HSPC027|Rpn9|S11|p40.5
5718	None	b	proteasome 26S subunit, non-ATPase 12	1.0	90	12	6	APMS_seed	PSMD12	Rpn5|p55
5717	None	b	proteasome 26S subunit, non-ATPase 11	1.0	90	12	5	APMS_seed	PSMD11	Rpn6|S9|p44.5
5716	None	b	proteasome 26S subunit, non-ATPase 10	1.0	95	10	2	APMS_seed	PSMD10	dJ889N15.2|p28|p28(GANK)
5714	None	b	proteasome 26S subunit, non-ATPase 8	1.0	90	12	3	APMS_seed	PSMD8	HEL-S-91n|HIP6|HYPF|Nin1p|Rpn12|S14|p31
5713	None	b	proteasome 26S subunit, non-ATPase 7	1.0	90	12	6	APMS_seed	PSMD7	MOV34|P40|Rpn8|S12
5710	y	b_yeast	proteasome 26S subunit, non-ATPase 4	1.0	95	12	6	Y2H_APMS_seed	PSMD4	AF|AF-1|ASF|MCB1|Rpn10|S5A|pUB-R5
60	None	None	actin beta	None	None	None	None	extended	ACTB	BRWS1|PS1TP5BP1
1213	None	None	clathrin heavy chain	None	None	None	None	extended	CLTC	CHC|CHC17|CLH-17|CLTCL2|Hc
25998	None	None	inhibitor of Bruton tyrosine kinase	None	None	None	None	extended	IBTK	BTBD26|BTKI
9818	None	None	nucleoporin 58	None	None	None	None	extended	NUP58	NUP45|NUPL1|PRO2463
5903	None	None	RAN binding protein 2	None	None	None	None	extended	RANBP2	ADANE|ANE1|IIAE3|NUP358|TRP1|TRP2
5905	None	None	Ran GTPase activating protein 1	None	None	None	None	extended	RANGAP1	Fug1|RANGAP|SD
51377	n	b	ubiquitin C-terminal hydrolase L5	1.0	95	12	3	APMS_seed	UCHL5	CGI-70|INO80R|UCH-L5|UCH37
10254	None	None	signal transducing adaptor molecule 2	None	None	None	None	extended	STAM2	Hbp|STAM2A|STAM2B
728689	None	None	eukaryotic translation initiation factor 3 subunit C-like	None	None	None	None	extended	EIF3CL	-
80184	None	None	centrosomal protein 290	None	None	None	None	extended	CEP290	3H11Ag|BBS14|CT87|JBTS5|LCA10|MKS4|NPHP6|POC3|SLSN6|rd16
9126	None	None	structural maintenance of chromosomes 3	None	None	None	None	extended	SMC3	BAM|BMH|CDLS3|CSPG6|HCAP|SMC3L1
5693	None	b	proteasome subunit beta 5	1.0	90	12	6	APMS_seed	PSMB5	LMPX|MB1|X
5695	None	b	proteasome subunit beta 7	1.0	95	12	4	APMS_seed	PSMB7	Z
5966	None	None	REL proto-oncogene, NF-kB subunit	None	None	None	None	extended	REL	C-Rel
79892	None	None	minichromosome maintenance complex binding protein	None	None	None	None	extended	MCMBP	C10orf119|MCM-BP
8658	None	None	tankyrase	None	None	None	None	extended	TNKS	ARTD5|PARP-5a|PARP5A|PARPL|TIN1|TINF1|TNKS1|pART5
1615	None	None	aspartyl-tRNA synthetase	None	None	None	None	extended	DARS	HBSL|aspRS
26234	None	None	F-box and leucine rich repeat protein 5	None	None	None	None	extended	FBXL5	FBL4|FBL5|FLR1
4681	None	None	neuroblastoma 1, DAN family BMP antagonist	None	None	None	None	extended	NBL1	D1S1733E|DAN|DAND1|NB|NO3
57175	None	None	coronin 1B	None	None	None	None	extended	CORO1B	CORONIN-2
10480	None	None	eukaryotic translation initiation factor 3 subunit M	None	None	None	None	extended	EIF3M	B5|GA17|PCID1|TANGO7|hfl-B5
10482	None	None	nuclear RNA export factor 1	None	None	None	None	extended	NXF1	MEX67|TAP
9859	n	b	centrosomal protein 170	1.0	90	4	2	APMS_seed	CEP170	FAM68A|KAB|KIAA0470
55432	None	None	YOD1 deubiquitinase	None	None	None	None	extended	YOD1	DUBA8|OTUD2|PRO0907
27335	None	None	eukaryotic translation initiation factor 3 subunit K	None	None	None	None	extended	EIF3K	ARG134|EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001
1069	None	None	centrin 2	None	None	None	None	extended	CETN2	CALT|CEN2
23543	None	None	RNA binding protein, fox-1 homolog 2	None	None	None	None	extended	RBFOX2	FOX2|Fox-2|HNRBP2|HRNBP2|RBM9|RTA|dJ106I20.3|fxh
25873	None	None	ribosomal protein L36	None	None	None	None	extended	RPL36	L36
7415	None	None	valosin containing protein	None	None	None	None	extended	VCP	ALS14|CMT2Y|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97
6612	None	None	small ubiquitin-like modifier 3	None	None	None	None	extended	SUMO3	SMT3A|SMT3H1|SUMO-3|Smt3B
10055	None	None	SUMO1 activating enzyme subunit 1	None	None	None	None	extended	SAE1	AOS1|HSPC140|SUA1|UBLE1A
1163	None	None	CDC28 protein kinase regulatory subunit 1B	None	None	None	None	extended	CKS1B	CKS1|PNAS-16|PNAS-18|ckshs1
23521	None	None	ribosomal protein L13a	None	None	None	None	extended	RPL13A	L13A|TSTA1
51520	n	h	leucyl-tRNA synthetase	0.416666666667	NA	5	0	APMS_seed	LARS	HSPC192|ILFS1|LARS1|LEURS|LEUS|LFIS|LRS|PIG44|RNTLS|hr025Cl
7278	None	None	tubulin alpha 3c	None	None	None	None	extended	TUBA3C	TUBA2|bA408E5.3
8550	n	h	mitogen-activated protein kinase-activated protein kinase 5	0.25	NA	3	0	APMS_seed	MAPKAPK5	MAPKAP-K5|MK-5|MK5|PRAK
84461	n	b	neuralized E3 ubiquitin protein ligase 4	1.0	95	12	5	APMS_seed	NEURL4	-
8487	None	None	gem nuclear organelle associated protein 2	None	None	None	None	extended	GEMIN2	SIP1|SIP1-delta
