geneID	symbol	descr	origin	baits	num_baits	cell_lines
8030	CCDC6	coiled-coil domain containing 6	prey	NEURL4	1	b
80198	MUS81	MUS81 structure-specific endonuclease subunit	prey	HERC2	1	h
64283	RGNEF	Rho guanine nucleotide exchange factor 28	prey	NEURL4	1	s
116143	WDR92	WD repeat domain 92	prey	HERC2	1	h
9857	CEP350	centrosomal protein 350	prey	NEURL4	1	h
9859	CEP170	centrosomal protein 170	prey	HERC2|NEURL4|MAPK6	3	b
8689	KRT36	keratin 36	prey	NEURL4	1	s
8527	DGKD	diacylglycerol kinase delta	prey	NEURL4	1	h
9997	SCO2	SCO2, cytochrome c oxidase assembly protein	prey	HERC2	1	h
79803	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	prey	HERC2	1	h
6513	SLC2A1	solute carrier family 2 member 1	prey	HERC2	1	h
10600	USP16	ubiquitin specific peptidase 16	prey	HERC2|NEURL4	2	h
57514	ARHGAP31	Rho GTPase activating protein 31	prey	NEURL4	1	s
1399	CRKL	CRK like proto-oncogene, adaptor protein	prey	HERC2	1	h
57510	XPO5	exportin 5	prey	HERC2	1	h
2071	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	prey	NEURL4	1	b
81027	TUBB1	tubulin beta 1 class VI	prey	HERC2	1	h
427	ASAH1	N-acylsphingosine amidohydrolase 1	prey	HERC2	1	h
5432	POLR2C	RNA polymerase II subunit C	prey	NEURL4	1	b
91833	WDR20	WD repeat domain 20	prey	HERC2	1	s
9648	GCC2	GRIP and coiled-coil domain containing 2	prey	HERC2	1	h
10423	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	prey	HERC2|ECH1	2	h
23310	NCAPD3	non-SMC condensin II complex subunit D3	prey	HERC2	1	h
23317	DNAJC13	DnaJ heat shock protein family (Hsp40) member C13	prey	NEURL4	1	s
84726	PRRC2B	proline rich coiled-coil 2B	prey	HERC2	1	h
51429	SNX9	sorting nexin 9	prey	ECH1|ECI2	2	h
8897	MTMR3	myotubularin related protein 3	prey	HERC2	1	h
22862	FNDC3A	fibronectin type III domain containing 3A	prey	HERC2	1	h
114294	LACTB	lactamase beta	prey	HERC2|NEURL4	2	b
253143	PRR14L	proline rich 14 like	prey	HERC2	1	h
23384	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1 like	prey	HERC2	1	h
54438	GFOD1	glucose-fructose oxidoreductase domain containing 1	prey	NEURL4	1	h
54822	TRPM7	transient receptor potential cation channel subfamily M member 7	prey	NEURL4	1	b
57679	ALS2	ALS2, alsin Rho guanine nucleotide exchange factor	prey	NEURL4	1	b
6602	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	prey	ECH1|ECI2	2	h
6603	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	prey	NEURL4|ECH1|ECI2	3	b
81567	TXNDC5	thioredoxin domain containing 5	prey	ECH1	1	b
11316	COPE	coatomer protein complex subunit epsilon	prey	HERC2	1	h
29090	C18orf55	translocase of inner mitochondrial membrane 21	prey	HERC2	1	h
10999	SLC27A4	solute carrier family 27 member 4	prey	HERC2|MAPK6	2	h
23390	ZDHHC17	zinc finger DHHC-type containing 17	prey	HERC2	1	h
8826	IQGAP1	IQ motif containing GTPase activating protein 1	prey	HERC2|ECH1	2	h
9972	NUP153	nucleoporin 153	prey	HERC2	1	h
84617	TUBB6	tubulin beta 6 class V	prey	HERC2|NEURL4	2	s
84260	TCHP	trichoplein keratin filament binding	prey	NEURL4	1	h
27127	SMC1B	structural maintenance of chromosomes 1B	prey	NEURL4	1	h
5862	RAB2A	RAB2A, member RAS oncogene family	prey	HERC2	1	h
60493	FASTKD5	FAST kinase domains 5	prey	HERC2|MAPK6	2	h
2181	ACSL3	acyl-CoA synthetase long-chain family member 3	prey	HERC2|NEURL4	2	b
116988	AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	prey	HERC2	1	h
3890	KRT84	keratin 84	prey	NEURL4	1	s
5347	PLK1	polo like kinase 1	prey	MAPK6	1	h
6118	RPA2	replication protein A2	prey	HERC2	1	h
10923	SUB1	SUB1 homolog, transcriptional regulator	prey	ECI2	1	h
51647	FAM96B	family with sequence similarity 96 member B	prey	HERC2	1	h
10920	COPS8	COP9 signalosome subunit 8	prey	NEURL4	1	h
84461	NEURL4	neuralized E3 ubiquitin protein ligase 4	bait	HERC2|NEURL4|MAPK6|ECI2	4	b
27335	EIF3K	eukaryotic translation initiation factor 3 subunit K	prey	HERC2	1	b
3895	KTN1	kinectin 1	prey	HERC2|NEURL4	2	b
51122	COMMD2	COMM domain containing 2	prey	HERC2	1	h
8079	MLF2	myeloid leukemia factor 2	prey	HERC2	1	h
10672	GNA13	G protein subunit alpha 13	prey	HERC2	1	h
6709	SPTAN1	spectrin alpha, non-erythrocytic 1	prey	ECH1	1	s
79657	RPAP3	RNA polymerase II associated protein 3	prey	HERC2	1	h
6499	SKIV2L	Ski2 like RNA helicase	prey	NEURL4	1	s
1891	ECH1	enoyl-CoA hydratase 1	bait	NEURL4|MAPK6|ECH1|ECI2	4	b
57492	ARID1B	AT-rich interaction domain 1B	prey	NEURL4|ECH1|ECI2	3	b
11079	RER1	retention in endoplasmic reticulum sorting receptor 1	prey	HERC2	1	h
2581	GALC	galactosylceramidase	prey	ECH1|ECI2	2	h
3105	HLA-A	major histocompatibility complex, class I, A	prey	HERC2	1	h
3107	HLA-C	major histocompatibility complex, class I, C	prey	HERC2|ECH1	2	h
124220	ZG16B	zymogen granule protein 16B	prey	HERC2	1	h
1114	CHGB	chromogranin B	prey	ECH1	1	s
200576	PIKFYVE	phosphoinositide kinase, FYVE-type zinc finger containing	prey	NEURL4	1	b
54468	MIOS	meiosis regulator for oocyte development	prey	HERC2	1	b
5167	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	prey	HERC2	1	h
54465	ETAA1	Ewing tumor associated antigen 1	prey	HERC2	1	h
8550	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	prey	NEURL4|MAPK6	2	b
11319	ECD	ecdysoneless cell cycle regulator	prey	HERC2	1	h
9212	AURKB	aurora kinase B	prey	MAPK6	1	h
51199	NIN	ninein	prey	HERC2	1	h
22820	COPG	coatomer protein complex subunit gamma 1	prey	HERC2	1	h
55165	CEP55	centrosomal protein 55	prey	NEURL4	1	h
1805	DPT	dermatopontin	prey	HERC2	1	s
79858	NEK11	NIMA related kinase 11	prey	HERC2	1	h
6335	SCN9A	sodium voltage-gated channel alpha subunit 9	prey	NEURL4	1	s
9517	SPTLC2	serine palmitoyltransferase long chain base subunit 2	prey	HERC2	1	h
89874	SLC25A21	solute carrier family 25 member 21	prey	HERC2	1	h
63893	UBE2O	ubiquitin conjugating enzyme E2 O	prey	HERC2|NEURL4	2	h
7464	CORO2A	coronin 2A	prey	NEURL4	1	s
